===== ERROR COUNT BY FILE =====
    786 lib/adaptive-program-builder.ts
    145 lib/program-exercise-selector.ts
     55 components/workout/StreamlinedWorkoutSession.tsx
     53 lib/server/authoritative-program-generation.ts
     52 lib/canonical-profile-service.ts
     51 lib/benchmark-testing-engine.ts
     49 lib/weak-point-engine.ts
     49 lib/doctrine/source-batches/batch-03-uploaded-pdf-doctrine.ts
     46 lib/advanced-skill-graphs.ts
     40 lib/prediction/prediction-service.ts
     37 lib/weighted-skill-systems-engine.ts
     37 lib/session-structure-engine.ts
     37 lib/enhanced-exercise-intelligence.ts
     31 lib/back-lever-training-system.ts
     31 lib/advanced-skills-integration.ts
     30 lib/warmup-intelligence-engine.ts
     29 lib/program-history-versioning.ts
     27 lib/unified-coaching-engine.ts
     26 lib/doctrine-runtime-contract.ts
     25 lib/weak-point-detection.ts
     24 lib/banded-progression-integration-engine.ts
     24 lib/adaptive-deload-recovery-engine.ts
     23 lib/cooldown-recovery-intelligence-engine.ts
     22 lib/program-state.ts
     21 lib/skill-progression-graph-engine.ts
     21 lib/prehab/prehab-preparation-engine.ts
     21 lib/doctrine/source-batches/batch-02-uploaded-pdf-doctrine.ts
     18 lib/prehab/prehab-intelligence-engine.ts
     16 lib/program/skill-specific-truth-resolution.ts
     16 lib/ai-truth-audit.ts
     14 lib/session-variety-engine.ts
     14 lib/repositories/profile-repository.ts
     14 lib/performance-envelope-integration.ts
     13 lib/strength-intelligence-engine.ts
     13 lib/constraint-aware-assembly-engine.ts
     12 lib/unified-program-generation.ts
     12 lib/athlete-memory-engine.ts
     11 lib/roadmap/skill-roadmap-service.ts
     11 lib/performance-envelope-engine.ts
     11 lib/onboarding-service.ts
     11 lib/ai-truth-materiality-map.ts
     10 lib/warmup-engine.ts
     10 lib/safe-access.ts
     10 lib/program/db-truth-scoring-bridge.ts
      9 lib/program-generation/exercise-selection-materiality.ts
      9 lib/flexible-schedule-engine.ts
      9 lib/engine/index.ts
      8 lib/program-truth-extractor.ts
      8 lib/program-service.ts
      8 lib/planner-truth-audit.ts
      8 lib/doctrine-to-output-verification.ts
      8 lib/constraint-detection-engine.ts
      8 lib/athlete-calibration.ts
      8 lib/active-week-mutation-service.ts
      8 components/workout/WhyThisWorkout.tsx
      7 lib/session-assembly-engine.ts
      7 lib/progress-streak-engine.ts
      7 lib/program/program-display-contract.ts
      7 lib/doctrine/doctrine-consumption-audit.ts
      7 lib/dashboard-service.ts
      7 lib/coaching-explanation-contract.ts
      7 lib/athlete-profile.ts
      7 lib/adaptive-training-cycle-engine.ts
      6 lib/training-coach.ts
      6 lib/readiness/skill-readiness.ts
      6 lib/readiness/canonical-readiness-engine.ts
      6 lib/progression-ladders.ts
      6 lib/program-adjustment-engine.ts
      6 lib/metrics-update-service.ts
      6 lib/canonical-materiality-contract.ts
      6 lib/adaptive-progression-engine.ts
      6 hooks/useWorkoutSession.ts
      5 lib/training-principles-engine.ts
      5 lib/pr-vault-engine.ts
      5 lib/engine-quality-contract.ts
      5 lib/doctrine/doctrine-influence-contract.ts
      5 lib/consistency-momentum-engine.ts
      4 lib/volume-analyzer.ts
      4 lib/unified-readiness-integration.ts
      4 lib/recovery-fatigue-engine.ts
      4 lib/program-version-service.ts
      4 lib/program-generation/week-adaptation-decision-contract.ts
      4 lib/program-generation/session-composition-intelligence.ts
      4 lib/prescription-contract.ts
      4 lib/milestone-engine.ts
      4 lib/leaderboards/leaderboard-service.ts
      4 lib/history-service.ts
      4 lib/adaptive-athlete-engine.ts
      4 components/workout/WorkoutSessionSummary.tsx
      3 lib/training-feedback-loop.ts
      3 lib/strength-score-engine.ts
      3 lib/skill-volume-governor-engine.ts
      3 lib/session-load-intelligence.ts
      3 lib/server/authoritative-generation-truth-ingestion.ts
      3 lib/progression-decision-engine.ts
      3 lib/program-profile-validator.ts
      3 lib/movement-family-registry.ts
      3 lib/goal-projection-engine.ts
      3 lib/first-session-service.ts
      3 lib/exercise-family-integration.ts
      3 lib/elite-insight-engine.ts
      3 lib/doctrine/source-batches/index.ts
      3 lib/doctrine/method-profile-registry.ts
      3 lib/constraint-integration.ts
      3 lib/coaching-framework-engine.ts
      2 lib/workout/live-workout-adaptive-signals.ts
      2 lib/workout-feedback-integration.ts
      2 lib/workout-execution-truth.ts
      2 lib/weekly-stimulus-allocation.ts
      2 lib/training-methods.ts
      2 lib/strength-trend-engine.ts
      2 lib/skill-readiness/skillReadinessTypes.ts
      2 lib/skill-audit-system.ts
      2 lib/relative-strength-engine.ts
      2 lib/progress-data-service.ts
